Country,Year,Resource,per_1000,pct_GDP,avg_GDP,avg_GDP_rankByincome,pct_Elder,OECD,CountryVsSG_beds,CountryVsSG_drs,CountryVsSG_nurses,Income_group
Hungary,2009,Nurse,6.21,7.239,7.1866,10,16.481,OECD,more beds,more drs,more nurses,High income
Hungary,2010,Bed,7.18,7.508,7.1866,10,16.673,OECD,more beds,more drs,more nurses,High income
Hungary,2010,Dr,2.87,7.508,7.1866,10,16.673,OECD,more beds,more drs,more nurses,High income
Hungary,2010,Nurse,6.21,7.508,7.1866,10,16.673,OECD,more beds,more drs,more nurses,High income
Hungary,2011,Bed,7.19,7.525,7.1866,10,16.804,OECD,more beds,more drs,more nurses,High income
Hungary,2011,Dr,2.96,7.525,7.1866,10,16.804,OECD,more beds,more drs,more nurses,High income
Hungary,2011,Nurse,6.21,7.525,7.1866,10,16.804,OECD,more beds,more drs,more nurses,High income
Hungary,2012,Bed,7,7.449,7.1866,10,17.024,OECD,more beds,more drs,less nurses,High income
Hungary,2012,Dr,3.09,7.449,7.1866,10,17.024,OECD,more beds,more drs,less nurses,High income
Hungary,2012,Nurse,6.32,7.449,7.1866,10,17.024,OECD,more beds,more drs,less nurses,High income
Hungary,2013,Bed,7.04,7.249,7.1866,10,17.353,OECD,more beds,more drs,less nurses,High income
Hungary,2013,Dr,3.21,7.249,7.1866,10,17.353,OECD,more beds,more drs,less nurses,High income
Hungary,2013,Nurse,6.43,7.249,7.1866,10,17.353,OECD,more beds,more drs,less nurses,High income
Hungary,2014,Bed,6.98,7.07,7.1866,10,17.717,OECD,more beds,more drs,less nurses,High income
Hungary,2014,Dr,3.32,7.07,7.1866,10,17.717,OECD,more beds,more drs,less nurses,High income
Hungary,2014,Nurse,6.41,7.07,7.1866,10,17.717,OECD,more beds,more drs,less nurses,High income
Hungary,2015,Bed,6.99,6.889,7.1866,10,18.088,OECD,more beds,more drs,less nurses,High income
Hungary,2015,Dr,3.1,6.889,7.1866,10,18.088,OECD,more beds,more drs,less nurses,High income
Hungary,2015,Nurse,6.47,6.889,7.1866,10,18.088,OECD,more beds,more drs,less nurses,High income
Hungary,2016,Bed,7,7.048,7.1866,10,18.467,OECD,more beds,more drs,less nurses,High income
Hungary,2016,Dr,3.21,7.048,7.1866,10,18.467,OECD,more beds,more drs,less nurses,High income
Hungary,2016,Nurse,6.44,7.048,7.1866,10,18.467,OECD,more beds,more drs,less nurses,High income
Hungary,2017,Bed,7.02,6.792,7.1866,10,18.8,OECD,more beds,more drs,less nurses,High income
Hungary,2017,Dr,3.32,6.792,7.1866,10,18.8,OECD,more beds,more drs,less nurses,High income
Hungary,2017,Nurse,6.51,6.792,7.1866,10,18.8,OECD,more beds,more drs,less nurses,High income
Iceland,2008,Bed,3.91,8.587,8.3572,12,11.591,OECD,less beds,more drs,more nurses,High income
Iceland,2008,Dr,3.64,8.587,8.3572,12,11.591,OECD,less beds,more drs,more nurses,High income
Iceland,2008,Nurse,14.89,8.587,8.3572,12,11.591,OECD,less beds,more drs,more nurses,High income
Iceland,2009,Bed,3.7,8.868,8.3572,12,11.812,OECD,less beds,more drs,more nurses,High income
Iceland,2009,Dr,3.65,8.868,8.3572,12,11.812,OECD,less beds,more drs,more nurses,High income
Iceland,2009,Nurse,15.29,8.868,8.3572,12,11.812,OECD,less beds,more drs,more nurses,High income
Iceland,2010,Bed,3.58,8.532,8.3572,12,12.144,OECD,less beds,more drs,more nurses,High income
Iceland,2010,Dr,3.59,8.532,8.3572,12,12.144,OECD,less beds,more drs,more nurses,High income
Iceland,2010,Nurse,14.54,8.532,8.3572,12,12.144,OECD,less beds,more drs,more nurses,High income
Iceland,2011,Bed,3.29,8.251,8.3572,12,12.459,OECD,less beds,more drs,more nurses,High income
Iceland,2011,Dr,3.5,8.251,8.3572,12,12.459,OECD,less beds,more drs,more nurses,High income
Iceland,2011,Nurse,14.82,8.251,8.3572,12,12.459,OECD,less beds,more drs,more nurses,High income
Iceland,2012,Bed,3.25,8.195,8.3572,12,12.784,OECD,less beds,more drs,more nurses,High income
Iceland,2012,Dr,3.56,8.195,8.3572,12,12.784,OECD,less beds,more drs,more nurses,High income
Iceland,2012,Nurse,15.16,8.195,8.3572,12,12.784,OECD,less beds,more drs,more nurses,High income
Iceland,2013,Bed,3.22,8.221,8.3572,12,13.083,OECD,less beds,more drs,more nurses,High income
Iceland,2013,Dr,3.61,8.221,8.3572,12,13.083,OECD,less beds,more drs,more nurses,High income
Iceland,2013,Nurse,15.45,8.221,8.3572,12,13.083,OECD,less beds,more drs,more nurses,High income
Iceland,2014,Bed,3.16,8.279,8.3572,12,13.376,OECD,less beds,more drs,more nurses,High income
Iceland,2014,Dr,3.64,8.279,8.3572,12,13.376,OECD,less beds,more drs,more nurses,High income
Iceland,2014,Nurse,15.33,8.279,8.3572,12,13.376,OECD,less beds,more drs,more nurses,High income
Iceland,2015,Bed,3.12,8.131,8.3572,12,13.695,OECD,less beds,more drs,more nurses,High income
Iceland,2015,Dr,3.78,8.131,8.3572,12,13.695,OECD,less beds,more drs,more nurses,High income
Iceland,2015,Nurse,15.45,8.131,8.3572,12,13.695,OECD,less beds,more drs,more nurses,High income
Iceland,2016,Bed,3.13,8.165,8.3572,12,13.939,OECD,less beds,more drs,more nurses,High income
Iceland,2016,Dr,3.85,8.165,8.3572,12,13.939,OECD,less beds,more drs,more nurses,High income
Iceland,2016,Nurse,14.22,8.165,8.3572,12,13.939,OECD,less beds,more drs,more nurses,High income
Iceland,2017,Bed,3.06,8.343,8.3572,12,14.039,OECD,less beds,more drs,more nurses,High income
Iceland,2017,Dr,3.87,8.343,8.3572,12,14.039,OECD,less beds,more drs,more nurses,High income
Iceland,2017,Nurse,14.5,8.343,8.3572,12,14.039,OECD,less beds,more drs,more nurses,High income
Ireland,2008,Bed,4.85,9.102,9.3349,19,10.786,OECD,more beds,NA,more nurses,High income
Ireland,2008,Dr,NA,9.102,9.3349,19,10.786,OECD,more beds,NA,more nurses,High income
Ireland,2008,Nurse,13.55,9.102,9.3349,19,10.786,OECD,more beds,NA,more nurses,High income
Ireland,2009,Bed,2.83,10.487,9.3349,19,11.005,OECD,less beds,NA,more nurses,High income
Ireland,2009,Dr,NA,10.487,9.3349,19,11.005,OECD,less beds,NA,more nurses,High income
Ireland,2009,Nurse,12.93,10.487,9.3349,19,11.005,OECD,less beds,NA,more nurses,High income
Ireland,2010,Bed,2.73,10.503,9.3349,19,11.308,OECD,less beds,NA,more nurses,High income
Ireland,2010,Dr,NA,10.503,9.3349,19,11.308,OECD,less beds,NA,more nurses,High income
Ireland,2010,Nurse,13.45,10.503,9.3349,19,11.308,OECD,less beds,NA,more nurses,High income
Ireland,2011,Bed,2.62,10.708,9.3349,19,11.619,OECD,less beds,more drs,more nurses,High income
Ireland,2011,Dr,2.67,10.708,9.3349,19,11.619,OECD,less beds,more drs,more nurses,High income
Ireland,2011,Nurse,12.94,10.708,9.3349,19,11.619,OECD,less beds,more drs,more nurses,High income
Ireland,2012,Bed,2.54,10.687,9.3349,19,11.974,OECD,less beds,more drs,more nurses,High income
Ireland,2012,Dr,2.71,10.687,9.3349,19,11.974,OECD,less beds,more drs,more nurses,High income
Ireland,2012,Nurse,12.99,10.687,9.3349,19,11.974,OECD,less beds,more drs,more nurses,High income
Ireland,2013,Bed,2.56,10.3,9.3349,19,12.334,OECD,less beds,more drs,more nurses,High income
Ireland,2013,Dr,2.67,10.3,9.3349,19,12.334,OECD,less beds,more drs,more nurses,High income
Ireland,2013,Nurse,12.55,10.3,9.3349,19,12.334,OECD,less beds,more drs,more nurses,High income
Ireland,2014,Bed,2.57,9.676,9.3349,19,12.69,OECD,less beds,more drs,more nurses,High income
Ireland,2014,Dr,3.01,9.676,9.3349,19,12.69,OECD,less beds,more drs,more nurses,High income
Ireland,2014,Nurse,12.18,9.676,9.3349,19,12.69,OECD,less beds,more drs,more nurses,High income
Ireland,2015,Bed,2.92,7.317,9.3349,19,13.018,OECD,less beds,more drs,more nurses,High income
Ireland,2015,Dr,3.12,7.317,9.3349,19,13.018,OECD,less beds,more drs,more nurses,High income
Ireland,2015,Nurse,12.35,7.317,9.3349,19,13.018,OECD,less beds,more drs,more nurses,High income
Ireland,2016,Bed,2.96,7.414,9.3349,19,13.289,OECD,less beds,more drs,more nurses,High income
Ireland,2016,Dr,3.19,7.414,9.3349,19,13.289,OECD,less beds,more drs,more nurses,High income
Ireland,2016,Nurse,11.56,7.414,9.3349,19,13.289,OECD,less beds,more drs,more nurses,High income
Ireland,2017,Bed,2.97,7.155,9.3349,19,13.56,OECD,less beds,more drs,more nurses,High income
Ireland,2017,Dr,3.26,7.155,9.3349,19,13.56,OECD,less beds,more drs,more nurses,High income
Ireland,2017,Nurse,12.16,7.155,9.3349,19,13.56,OECD,less beds,more drs,more nurses,High income
Italy,2008,Bed,3.79,8.533,8.786200000000001,14,20.244,OECD,less beds,more drs,NA,High income
Italy,2008,Dr,3.79,8.533,8.786200000000001,14,20.244,OECD,less beds,more drs,NA,High income
Italy,2008,Nurse,NA,8.533,8.786200000000001,14,20.244,OECD,less beds,more drs,NA,High income
Italy,2009,Bed,3.69,8.952,8.786200000000001,14,20.355,OECD,less beds,more drs,NA,High income
Italy,2009,Dr,3.79,8.952,8.786200000000001,14,20.355,OECD,less beds,more drs,NA,High income
Italy,2009,Nurse,NA,8.952,8.786200000000001,14,20.355,OECD,less beds,more drs,NA,High income
Italy,2010,Bed,3.64,8.916,8.786200000000001,14,20.459,OECD,less beds,more drs,NA,High income
Italy,2010,Dr,3.82,8.916,8.786200000000001,14,20.459,OECD,less beds,more drs,NA,High income
Italy,2010,Nurse,NA,8.916,8.786200000000001,14,20.459,OECD,less beds,more drs,NA,High income
Italy,2011,Bed,3.52,8.774,8.786200000000001,14,20.665,OECD,less beds,more drs,more nurses,High income
Italy,2011,Dr,3.9,8.774,8.786200000000001,14,20.665,OECD,less beds,more drs,more nurses,High income
Italy,2011,Nurse,6.48,8.774,8.786200000000001,14,20.665,OECD,less beds,more drs,more nurses,High income
Italy,2012,Bed,3.42,8.784,8.786200000000001,14,21.003,OECD,less beds,more drs,less nurses,High income
Italy,2012,Dr,3.87,8.784,8.786200000000001,14,21.003,OECD,less beds,more drs,less nurses,High income
Italy,2012,Nurse,6.41,8.784,8.786200000000001,14,21.003,OECD,less beds,more drs,less nurses,High income
Italy,2013,Bed,3.31,8.775,8.786200000000001,14,21.296,OECD,less beds,more drs,less nurses,High income
Italy,2013,Dr,3.9,8.775,8.786200000000001,14,21.296,OECD,less beds,more drs,less nurses,High income
Italy,2013,Nurse,6.14,8.775,8.786200000000001,14,21.296,OECD,less beds,more drs,less nurses,High income
Italy,2014,Bed,3.21,8.868,8.786200000000001,14,21.578,OECD,less beds,more drs,less nurses,High income
Italy,2014,Dr,3.88,8.868,8.786200000000001,14,21.578,OECD,less beds,more drs,less nurses,High income
Italy,2014,Nurse,6.15,8.868,8.786200000000001,14,21.578,OECD,less beds,more drs,less nurses,High income
Italy,2015,Bed,3.2,8.857,8.786200000000001,14,21.891,OECD,less beds,more drs,less nurses,High income
Italy,2015,Dr,3.84,8.857,8.786200000000001,14,21.891,OECD,less beds,more drs,less nurses,High income
Italy,2015,Nurse,6.11,8.857,8.786200000000001,14,21.891,OECD,less beds,more drs,less nurses,High income
Italy,2016,Bed,3.17,8.725,8.786200000000001,14,22.183,OECD,less beds,more drs,less nurses,High income
Italy,2016,Dr,3.95,8.725,8.786200000000001,14,22.183,OECD,less beds,more drs,less nurses,High income
Italy,2016,Nurse,6.54,8.725,8.786200000000001,14,22.183,OECD,less beds,more drs,less nurses,High income
Italy,2017,Bed,3.18,8.678,8.786200000000001,14,22.443,OECD,less beds,more drs,less nurses,High income
Italy,2017,Dr,3.99,8.678,8.786200000000001,14,22.443,OECD,less beds,more drs,less nurses,High income
Italy,2017,Nurse,6.71,8.678,8.786200000000001,14,22.443,OECD,less beds,more drs,less nurses,High income
Japan,2008,Bed,13.71,8.2,10.1964,24,22.098,OECD,more beds,more drs,more nurses,High income
Japan,2008,Dr,2.15,8.2,10.1964,24,22.098,OECD,more beds,more drs,more nurses,High income
Japan,2008,Nurse,9.58,8.2,10.1964,24,22.098,OECD,more beds,more drs,more nurses,High income
Japan,2009,Bed,13.62,9.058,10.1964,24,22.749,OECD,more beds,NA,NA,High income
Japan,2009,Dr,NA,9.058,10.1964,24,22.749,OECD,more beds,NA,NA,High income
Japan,2009,Nurse,NA,9.058,10.1964,24,22.749,OECD,more beds,NA,NA,High income
Japan,2010,Bed,13.51,9.157,10.1964,24,23.024,OECD,more beds,more drs,more nurses,High income
Japan,2010,Dr,2.21,9.157,10.1964,24,23.024,OECD,more beds,more drs,more nurses,High income
Japan,2010,Nurse,10.11,9.157,10.1964,24,23.024,OECD,more beds,more drs,more nurses,High income
Japan,2011,Bed,13.4,10.617,10.1964,24,23.28,OECD,more beds,NA,NA,High income
Japan,2011,Dr,NA,10.617,10.1964,24,23.28,OECD,more beds,NA,NA,High income
Japan,2011,Nurse,NA,10.617,10.1964,24,23.28,OECD,more beds,NA,NA,High income
Japan,2012,Bed,13.35,10.791,10.1964,24,24.148,OECD,more beds,more drs,more nurses,High income
Japan,2012,Dr,2.29,10.791,10.1964,24,24.148,OECD,more beds,more drs,more nurses,High income
Japan,2012,Nurse,10.54,10.791,10.1964,24,24.148,OECD,more beds,more drs,more nurses,High income
Japan,2013,Bed,13.3,10.792,10.1964,24,25.057,OECD,more beds,NA,NA,High income
Japan,2013,Dr,NA,10.792,10.1964,24,25.057,OECD,more beds,NA,NA,High income
Japan,2013,Nurse,NA,10.792,10.1964,24,25.057,OECD,more beds,NA,NA,High income
Japan,2014,Bed,13.21,10.832,10.1964,24,25.966,OECD,more beds,more drs,more nurses,High income
Japan,2014,Dr,2.36,10.832,10.1964,24,25.966,OECD,more beds,more drs,more nurses,High income
Japan,2014,Nurse,10.96,10.832,10.1964,24,25.966,OECD,more beds,more drs,more nurses,High income
Japan,2015,Bed,13.17,10.886,10.1964,24,26.648,OECD,more beds,NA,NA,High income
Japan,2015,Dr,NA,10.886,10.1964,24,26.648,OECD,more beds,NA,NA,High income
Japan,2015,Nurse,NA,10.886,10.1964,24,26.648,OECD,more beds,NA,NA,High income
Japan,2016,Bed,13.11,10.835,10.1964,24,27.251,OECD,more beds,more drs,more nurses,High income
Japan,2016,Dr,2.43,10.835,10.1964,24,27.251,OECD,more beds,more drs,more nurses,High income
Japan,2016,Nurse,11.34,10.835,10.1964,24,27.251,OECD,more beds,more drs,more nurses,High income
Japan,2017,Bed,13.05,10.796,10.1964,24,27.743,OECD,more beds,NA,NA,High income
Japan,2017,Dr,NA,10.796,10.1964,24,27.743,OECD,more beds,NA,NA,High income
Japan,2017,Nurse,NA,10.796,10.1964,24,27.743,OECD,more beds,NA,NA,High income
South Korea,2008,Bed,7.73,5.399,6.2635,5,10.169,OECD,more beds,more drs,less nurses,High income
South Korea,2008,Dr,1.85,5.399,6.2635,5,10.169,OECD,more beds,more drs,less nurses,High income
South Korea,2008,Nurse,4.32,5.399,6.2635,5,10.169,OECD,more beds,more drs,less nurses,High income
South Korea,2009,Bed,8.19,5.782,6.2635,5,10.499,OECD,more beds,more drs,less nurses,High income
South Korea,2009,Dr,1.92,5.782,6.2635,5,10.499,OECD,more beds,more drs,less nurses,High income
South Korea,2009,Nurse,4.46,5.782,6.2635,5,10.499,OECD,more beds,more drs,less nurses,High income
South Korea,2010,Bed,8.74,5.917,6.2635,5,10.829,OECD,more beds,more drs,less nurses,High income
South Korea,2010,Dr,1.98,5.917,6.2635,5,10.829,OECD,more beds,more drs,less nurses,High income
South Korea,2010,Nurse,4.61,5.917,6.2635,5,10.829,OECD,more beds,more drs,less nurses,High income
South Korea,2011,Bed,9.53,6.008,6.2635,5,11.044,OECD,more beds,more drs,less nurses,High income
South Korea,2011,Dr,2.03,6.008,6.2635,5,11.044,OECD,more beds,more drs,less nurses,High income
South Korea,2011,Nurse,4.71,6.008,6.2635,5,11.044,OECD,more beds,more drs,less nurses,High income
South Korea,2012,Bed,10.25,6.133,6.2635,5,11.488,OECD,more beds,more drs,less nurses,High income
South Korea,2012,Dr,2.07,6.133,6.2635,5,11.488,OECD,more beds,more drs,less nurses,High income
South Korea,2012,Nurse,4.83,6.133,6.2635,5,11.488,OECD,more beds,more drs,less nurses,High income
South Korea,2013,Bed,10.92,6.248,6.2635,5,11.943,OECD,more beds,more drs,less nurses,High income
South Korea,2013,Dr,2.16,6.248,6.2635,5,11.943,OECD,more beds,more drs,less nurses,High income
South Korea,2013,Nurse,5.2,6.248,6.2635,5,11.943,OECD,more beds,more drs,less nurses,High income
South Korea,2014,Bed,11.59,6.474,6.2635,5,12.37,OECD,more beds,more drs,less nurses,High income
South Korea,2014,Dr,2.2,6.474,6.2635,5,12.37,OECD,more beds,more drs,less nurses,High income
South Korea,2014,Nurse,5.57,6.474,6.2635,5,12.37,OECD,more beds,more drs,less nurses,High income
South Korea,2015,Bed,11.61,6.653,6.2635,5,12.822,OECD,more beds,less drs,less nurses,High income
South Korea,2015,Dr,2.24,6.653,6.2635,5,12.822,OECD,more beds,less drs,less nurses,High income
South Korea,2015,Nurse,5.94,6.653,6.2635,5,12.822,OECD,more beds,less drs,less nurses,High income
South Korea,2016,Bed,11.98,6.914,6.2635,5,13.193,OECD,more beds,less drs,less nurses,High income
South Korea,2016,Dr,2.29,6.914,6.2635,5,13.193,OECD,more beds,less drs,less nurses,High income
South Korea,2016,Nurse,6.82,6.914,6.2635,5,13.193,OECD,more beds,less drs,less nurses,High income
South Korea,2017,Bed,12.27,7.107,6.2635,5,13.757,OECD,more beds,less drs,less nurses,High income
South Korea,2017,Dr,2.34,7.107,6.2635,5,13.757,OECD,more beds,less drs,less nurses,High income
South Korea,2017,Nurse,6.94,7.107,6.2635,5,13.757,OECD,more beds,less drs,less nurses,High income
Luxembourg,2008,Bed,5.57,6.538,5.9307,3,13.976,OECD,more beds,more drs,NA,High income
Luxembourg,2008,Dr,2.72,6.538,5.9307,3,13.976,OECD,more beds,more drs,NA,High income
Luxembourg,2008,Nurse,NA,6.538,5.9307,3,13.976,OECD,more beds,more drs,NA,High income
Luxembourg,2009,Bed,5.47,7.34,5.9307,3,13.955,OECD,more beds,more drs,more nurses,High income
Luxembourg,2009,Dr,2.7,7.34,5.9307,3,13.955,OECD,more beds,more drs,more nurses,High income
Luxembourg,2009,Nurse,11.12,7.34,5.9307,3,13.955,OECD,more beds,more drs,more nurses,High income
Luxembourg,2010,Bed,5.37,7.031,5.9307,3,13.919,OECD,more beds,more drs,more nurses,High income
Luxembourg,2010,Dr,2.77,7.031,5.9307,3,13.919,OECD,more beds,more drs,more nurses,High income
Luxembourg,2010,Nurse,11.05,7.031,5.9307,3,13.919,OECD,more beds,more drs,more nurses,High income
Luxembourg,2011,Bed,5.28,6.112,5.9307,3,13.924,OECD,more beds,more drs,more nurses,High income
Luxembourg,2011,Dr,2.78,6.112,5.9307,3,13.924,OECD,more beds,more drs,more nurses,High income
Luxembourg,2011,Nurse,11.27,6.112,5.9307,3,13.924,OECD,more beds,more drs,more nurses,High income
Luxembourg,2012,Bed,5.15,5.584,5.9307,3,13.967,OECD,more beds,more drs,more nurses,High income
Luxembourg,2012,Dr,2.81,5.584,5.9307,3,13.967,OECD,more beds,more drs,more nurses,High income
Luxembourg,2012,Nurse,11.92,5.584,5.9307,3,13.967,OECD,more beds,more drs,more nurses,High income
Luxembourg,2013,Bed,5.17,5.528,5.9307,3,14.026,OECD,more beds,more drs,more nurses,High income
Luxembourg,2013,Dr,2.83,5.528,5.9307,3,14.026,OECD,more beds,more drs,more nurses,High income
Luxembourg,2013,Nurse,11.93,5.528,5.9307,3,14.026,OECD,more beds,more drs,more nurses,High income
Luxembourg,2014,Bed,5.05,5.437,5.9307,3,14.13,OECD,more beds,more drs,more nurses,High income
Luxembourg,2014,Dr,2.88,5.437,5.9307,3,14.13,OECD,more beds,more drs,more nurses,High income
Luxembourg,2014,Nurse,11.97,5.437,5.9307,3,14.13,OECD,more beds,more drs,more nurses,High income
Luxembourg,2015,Bed,4.93,5.284,5.9307,3,14.202,OECD,more beds,more drs,more nurses,High income
Luxembourg,2015,Dr,2.91,5.284,5.9307,3,14.202,OECD,more beds,more drs,more nurses,High income
Luxembourg,2015,Nurse,11.91,5.284,5.9307,3,14.202,OECD,more beds,more drs,more nurses,High income
Luxembourg,2016,Bed,4.81,5.195,5.9307,3,14.233,OECD,less beds,more drs,more nurses,High income
Luxembourg,2016,Dr,2.88,5.195,5.9307,3,14.233,OECD,less beds,more drs,more nurses,High income
Luxembourg,2016,Nurse,11.72,5.195,5.9307,3,14.233,OECD,less beds,more drs,more nurses,High income
Luxembourg,2017,Bed,4.66,5.258,5.9307,3,14.282,OECD,less beds,more drs,more nurses,High income
Luxembourg,2017,Dr,2.98,5.258,5.9307,3,14.282,OECD,less beds,more drs,more nurses,High income
Luxembourg,2017,Nurse,11.72,5.258,5.9307,3,14.282,OECD,less beds,more drs,more nurses,High income
Netherlands,2008,Bed,4.31,9.277,10.198599999999999,25,14.857,OECD,less beds,more drs,more nurses,High income
Netherlands,2008,Dr,2.87,9.277,10.198599999999999,25,14.857,OECD,less beds,more drs,more nurses,High income
Netherlands,2008,Nurse,11.67,9.277,10.198599999999999,25,14.857,OECD,less beds,more drs,more nurses,High income
Netherlands,2009,Bed,4.27,9.993,10.198599999999999,25,15.154,OECD,more beds,more drs,more nurses,High income
Netherlands,2009,Dr,2.92,9.993,10.198599999999999,25,15.154,OECD,more beds,more drs,more nurses,High income
Netherlands,2009,Nurse,11.66,9.993,10.198599999999999,25,15.154,OECD,more beds,more drs,more nurses,High income
Netherlands,2010,Bed,4.2,10.155,10.198599999999999,25,15.447,OECD,more beds,more drs,more nurses,High income
Netherlands,2010,Dr,2.96,10.155,10.198599999999999,25,15.447,OECD,more beds,more drs,more nurses,High income
Netherlands,2010,Nurse,11.76,10.155,10.198599999999999,25,15.447,OECD,more beds,more drs,more nurses,High income
Netherlands,2011,Bed,4.05,10.234,10.198599999999999,25,15.909,OECD,more beds,more drs,more nurses,High income
Netherlands,2011,Dr,3.13,10.234,10.198599999999999,25,15.909,OECD,more beds,more drs,more nurses,High income
Netherlands,2011,Nurse,11.91,10.234,10.198599999999999,25,15.909,OECD,more beds,more drs,more nurses,High income
Netherlands,2012,Bed,3.84,10.539,10.198599999999999,25,16.535,OECD,less beds,more drs,more nurses,High income
Netherlands,2012,Dr,3.25,10.539,10.198599999999999,25,16.535,OECD,less beds,more drs,more nurses,High income
Netherlands,2012,Nurse,12.13,10.539,10.198599999999999,25,16.535,OECD,less beds,more drs,more nurses,High income
Netherlands,2013,Bed,3.75,10.584,10.198599999999999,25,17.089,OECD,less beds,more drs,more nurses,High income
Netherlands,2013,Dr,3.31,10.584,10.198599999999999,25,17.089,OECD,less beds,more drs,more nurses,High income
Netherlands,2013,Nurse,12.23,10.584,10.198599999999999,25,17.089,OECD,less beds,more drs,more nurses,High income
Netherlands,2014,Bed,3.61,10.567,10.198599999999999,25,17.571,OECD,less beds,NA,NA,High income
Netherlands,2014,Dr,NA,10.567,10.198599999999999,25,17.571,OECD,less beds,NA,NA,High income
Netherlands,2014,Nurse,NA,10.567,10.198599999999999,25,17.571,OECD,less beds,NA,NA,High income
Netherlands,2015,Bed,3.49,10.324,10.198599999999999,25,17.984,OECD,less beds,NA,NA,High income
Netherlands,2015,Dr,NA,10.324,10.198599999999999,25,17.984,OECD,less beds,NA,NA,High income
Netherlands,2015,Nurse,NA,10.324,10.198599999999999,25,17.984,OECD,less beds,NA,NA,High income
Netherlands,2016,Bed,3.41,10.253,10.198599999999999,25,18.335,OECD,less beds,NA,NA,High income
Netherlands,2016,Dr,NA,10.253,10.198599999999999,25,18.335,OECD,less beds,NA,NA,High income
Netherlands,2016,Nurse,NA,10.253,10.198599999999999,25,18.335,OECD,less beds,NA,NA,High income
Netherlands,2017,Bed,3.28,10.06,10.198599999999999,25,18.676,OECD,less beds,NA,NA,High income
Netherlands,2017,Dr,NA,10.06,10.198599999999999,25,18.676,OECD,less beds,NA,NA,High income
Netherlands,2017,Nurse,NA,10.06,10.198599999999999,25,18.676,OECD,less beds,NA,NA,High income
New Zealand,2008,Bed,NA,9.113,9.387,20,12.561,OECD,NA,more drs,more nurses,High income
New Zealand,2008,Dr,2.46,9.113,9.387,20,12.561,OECD,NA,more drs,more nurses,High income
New Zealand,2008,Nurse,9.77,9.113,9.387,20,12.561,OECD,NA,more drs,more nurses,High income
New Zealand,2009,Bed,2.41,9.622,9.387,20,12.744,OECD,less beds,more drs,more nurses,High income
New Zealand,2009,Dr,2.58,9.622,9.387,20,12.744,OECD,less beds,more drs,more nurses,High income
New Zealand,2009,Nurse,9.73,9.622,9.387,20,12.744,OECD,less beds,more drs,more nurses,High income
New Zealand,2010,Bed,2.75,9.586,9.387,20,12.951,OECD,less beds,more drs,more nurses,High income
New Zealand,2010,Dr,2.62,9.586,9.387,20,12.951,OECD,less beds,more drs,more nurses,High income
New Zealand,2010,Nurse,10.06,9.586,9.387,20,12.951,OECD,less beds,more drs,more nurses,High income
New Zealand,2011,Bed,2.82,9.508,9.387,20,13.232,OECD,less beds,more drs,more nurses,High income
New Zealand,2011,Dr,2.65,9.508,9.387,20,13.232,OECD,less beds,more drs,more nurses,High income
New Zealand,2011,Nurse,10.12,9.508,9.387,20,13.232,OECD,less beds,more drs,more nurses,High income
New Zealand,2012,Bed,2.83,9.649,9.387,20,13.679,OECD,less beds,more drs,more nurses,High income
New Zealand,2012,Dr,2.72,9.649,9.387,20,13.679,OECD,less beds,more drs,more nurses,High income
New Zealand,2012,Nurse,10.02,9.649,9.387,20,13.679,OECD,less beds,more drs,more nurses,High income
New Zealand,2013,Bed,2.78,9.363,9.387,20,14.092,OECD,less beds,more drs,more nurses,High income
New Zealand,2013,Dr,2.83,9.363,9.387,20,14.092,OECD,less beds,more drs,more nurses,High income
New Zealand,2013,Nurse,10.07,9.363,9.387,20,14.092,OECD,less beds,more drs,more nurses,High income
New Zealand,2014,Bed,2.76,9.42,9.387,20,14.423,OECD,less beds,more drs,more nurses,High income
New Zealand,2014,Dr,2.9,9.42,9.387,20,14.423,OECD,less beds,more drs,more nurses,High income
New Zealand,2014,Nurse,10.12,9.42,9.387,20,14.423,OECD,less beds,more drs,more nurses,High income
New Zealand,2015,Bed,2.72,9.315,9.387,20,14.674,OECD,less beds,more drs,more nurses,High income
New Zealand,2015,Dr,3.05,9.315,9.387,20,14.674,OECD,less beds,more drs,more nurses,High income
New Zealand,2015,Nurse,10.28,9.315,9.387,20,14.674,OECD,less beds,more drs,more nurses,High income
New Zealand,2016,Bed,2.74,9.274,9.387,20,14.88,OECD,less beds,more drs,more nurses,High income
New Zealand,2016,Dr,3.14,9.274,9.387,20,14.88,OECD,less beds,more drs,more nurses,High income
New Zealand,2016,Nurse,10.32,9.274,9.387,20,14.88,OECD,less beds,more drs,more nurses,High income
New Zealand,2017,Bed,2.73,9.02,9.387,20,15.082,OECD,less beds,more drs,more nurses,High income
New Zealand,2017,Dr,3.29,9.02,9.387,20,15.082,OECD,less beds,more drs,more nurses,High income
New Zealand,2017,Nurse,10.23,9.02,9.387,20,15.082,OECD,less beds,more drs,more nurses,High income
Norway,2008,Bed,4.64,7.961,9.2821,17,14.661,OECD,more beds,more drs,more nurses,High income
Norway,2008,Dr,4,7.961,9.2821,17,14.661,OECD,more beds,more drs,more nurses,High income
Norway,2008,Nurse,14,7.961,9.2821,17,14.661,OECD,more beds,more drs,more nurses,High income
Norway,2009,Bed,4.52,9.074,9.2821,17,14.781,OECD,more beds,more drs,more nurses,High income
