"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","HOSPITALBED","TOT","1000HAB","A","2015",6.97,
"LTU","HOSPITALBED","TOT","1000HAB","A","2016",6.69,
"LTU","HOSPITALBED","TOT","1000HAB","A","2017",6.56,
"CRI","HOSPITALBED","TOT","1000HAB","A","2008",1.25,
"CRI","HOSPITALBED","TOT","1000HAB","A","2009",1.24,
"CRI","HOSPITALBED","TOT","1000HAB","A","2010",1.24,
"CRI","HOSPITALBED","TOT","1000HAB","A","2011",1.23,
"CRI","HOSPITALBED","TOT","1000HAB","A","2012",1.2,
"CRI","HOSPITALBED","TOT","1000HAB","A","2013",1.18,
"CRI","HOSPITALBED","TOT","1000HAB","A","2014",1.17,
"CRI","HOSPITALBED","TOT","1000HAB","A","2015",1.16,
"CRI","HOSPITALBED","TOT","1000HAB","A","2016",1.15,
"CRI","HOSPITALBED","TOT","1000HAB","A","2017",1.14,
